relation_id,locale,note
ultimate-rel-tangzhen-fengguifen-institutional-reform,en,"Tang Zhen attacks predatory foundations of imperial power, while Feng Guifen proposes institutional learning and reform; both treat political failure as a criticizable and changeable human structure."
ultimate-rel-tangzhen-fengguifen-institutional-reform,zh-CN,唐甄从权力来源批判帝制掠夺，冯桂芬提出学习各国富强之术以改革制度；二者共同把政治困境归入可批判、可改变的人事结构。
ultimate-rel-tangzhen-guyanwu-public-responsibility,en,"Tang Zhen strips imperial power of automatic moral prestige, while Gu Yanwu extends responsibility for all-under-Heaven to ordinary people; both dislodge public morality from monarchical monopoly."
ultimate-rel-tangzhen-guyanwu-public-responsibility,zh-CN,唐甄剥除帝王权力的道德光环，顾炎武把保天下之责扩展到普通人；二者都把公共道义从君主独占中释放出来。
ultimate-rel-wangtingxiang-fangyizhi-qi-investigation,en,"Wang Tingxiang locates natural order in primordial qi, while Fang Yizhi demands concrete investigation of causes, regularities, and changes; together they connect qi cosmology to natural inquiry."
ultimate-rel-wangtingxiang-fangyizhi-qi-investigation,zh-CN,王廷相把自然秩序安置于元气，方以智则要求实考事物之故与常变；两者可构成从气本体论到具体自然研究的方法联系。
ultimate-rel-wangtong-wunengzi-hierarchy-contrast,en,"Wang Tong's school organizes politics through royal order and classical norms, whereas Wunengzi treats imposed hierarchy as a departure from shared natural life; this is a conceptual contrast, not a historical debate."
ultimate-rel-wangtong-wunengzi-hierarchy-contrast,zh-CN,王通学派以王道、名分和经典秩序组织政治判断，《无能子》则把人为尊卑视为偏离共同自然生命的强制；这是规范重心的对照，不是直接争论。
ultimate-rel-wunengzi-lvkun-qi-generation,en,"Wunengzi explains human-animal continuity through shared cosmic qi, while Lü Kun explains generation through the mixing and division of form and qi; both remain within immanent processes."
ultimate-rel-wunengzi-lvkun-qi-generation,zh-CN,《无能子》以同一天地之气说明人和动物的连续性，吕坤以形气混分说明天地万物生成；二者都在形气过程内部解释生命和世界。
ultimate-rel-yan-zhong-harmony-human-affairs,en,"Yan Ying improves rule through balancing dissent, while Zhongchang Tong grounds political outcomes in human affairs; both reject conformity or fate as substitutes for accountable action."
ultimate-rel-yan-zhong-harmony-human-affairs,zh-CN,晏婴以异议调和改善君主判断，仲长统把治乱归于人事之尽；二者共同拒绝用附和或天命替代可负责的政治行动。
ultimate-rel-yanying-confucius-harmony-difference,en,"Yan Ying's stew analogy distinguishes harmony from sameness, and Confucius formulates the same distinction as harmony without conformity; thematic proximity does not establish direct transmission."
ultimate-rel-yanying-confucius-harmony-difference,zh-CN,晏婴以调羹说明和不同于同，孔子以君子和而不同表达相同区分；文本主题高度相近，但本边不据此断言直接传授。
ultimate-rel-zhong-lvcai-human-evidence,en,"Zhongchang Tong returns political explanation to human affairs, while Lü Cai tests occult claims with sources and counterexamples; both prioritize checkable action and evidence."
ultimate-rel-zhong-lvcai-human-evidence,zh-CN,仲长统把政治解释拉回人事，吕才进一步以经典出处和反例检验术数断言；相似处在于优先可核查的人类行动与证据。
ultimate-wt-cc-01-sengzhao-empty-fengyoulan-real,en,"Sengzhao's neither-being-nor-nonbeing rejects annihilationist emptiness, while Feng Youlan distinguishes the realm of the truly real from empirical objects. Both move beyond naïve being/nonbeing binaries within different systems."
ultimate-wt-cc-01-sengzhao-empty-fengyoulan-real,zh-CN,僧肇以非有非无拒绝断灭空，冯友兰区分真际境界与经验对象；二者都要求超越朴素有无二分，但概念系统不同。
ultimate-wt-cc-02-ruanji-great-li-zehou-practice,en,"Ruan Ji's great person finds freedom beyond conventional ritual, whereas Li Zehou's subjectality is formed through productive practice and historical sedimentation. They contrast transcendence with practical construction of freedom."
ultimate-wt-cc-02-ruanji-great-li-zehou-practice,zh-CN,阮籍的大人以超越世俗礼法获得逍遥，李泽厚的主体性则形成于生产实践与历史积淀；两者在主体自由来自超越还是实践建构上构成对照。
ultimate-wt-cc-03-huiyuan-autonomy-jiang-legitimacy,en,"Huiyuan's extra-mundane status protects the monastic community from full subjection to royal ritual, while Jiang Qing institutionalizes three sources of political legitimacy. They arrange the religious-political boundary differently."
ultimate-wt-cc-03-huiyuan-autonomy-jiang-legitimacy,zh-CN,慧远以方外身份论证僧团不受王者礼制完全支配，蒋庆则把天、地、人三重合法性制度化；二者对宗教超越与政治制度边界给出不同安排。
ultimate-wt-cc-04-daosheng-buddhahood-tu-embedded,en,"Daosheng's universal possibility of buddhahood and Tu Weiming's anthropocosmic embeddedness both enlarge relational potential, the former soteriological and the latter humanistic-ecological."
ultimate-wt-cc-04-daosheng-buddhahood-tu-embedded,zh-CN,道生的一切众生皆可成佛与杜维明的人—宇宙嵌入论都扩大主体的关系潜能，前者论成佛普遍性，后者论人文生态伦理。
ultimate-wt-cc-05-jizang-two-truths-lao-method,en,"Jizang treats the two truths as relational pedagogical designations, while Lao Sze-kwang organizes philosophy through fundamental questions. Both use concepts as tools of instruction and analysis rather than rigid entities."
ultimate-wt-cc-05-jizang-two-truths-lao-method,zh-CN,吉藏把二谛视为相待假名的言教，劳思光以基源问题组织哲学史；两者都把哲学概念当作教学与分析工具而非僵硬实体。
ultimate-wt-cc-06-kuiji-consciousness-fengqi-knowing,en,"Kuiji's consciousness-only denies independently existing objects without nihilating cognition, while Feng Qi's broad epistemology connects knowledge and wisdom. Both resist reducing knowing to copying external things, within different traditions."
ultimate-wt-cc-06-kuiji-consciousness-fengqi-knowing,zh-CN,窥基以唯识遮外境实有而不空心识，冯契以广义认识论贯通知识与智慧；两者都反对把认识论简化为外物摹写，但论证传统不同。
ultimate-wt-cc-07-xuanzang-color-lida-epistemology,en,"Xuanzang's inference rigorously argues that color is not separable from visual consciousness, while Li Da unifies dialectics, logic, and epistemology in practical philosophy. Both connect argumentative form with conditions of knowing."
ultimate-wt-cc-07-xuanzang-color-lida-epistemology,zh-CN,玄奘量式把色与眼识的不可分离置入严格论证，李达把辩证法、逻辑与认识论统一于实践哲学；两者都重视论证形式与认识条件的结合。
ultimate-wt-cc-08-zhiyi-onethought-zhang-interconnection,en,Zhiyi's three thousand worlds in one thought and Zhang Shiying's difference-and-interconnection both describe wholes that do not erase internal differences: multiplicity is present through structured relations.
ultimate-wt-cc-08-zhiyi-onethought-zhang-interconnection,zh-CN,智顗一念三千与张世英的差异相通都说明整体并不取消内部差异：一念具多重世界，存在整体由差异关系展开。
ultimate-wt-cc-09-bodhidharma-practice-huang-onebody,en,"Bodhidharma's two entrances coordinate insight into principle with four practices, while Huang Yong unfolds ethics from self-other unity. Both require inner understanding to become a practical path."
ultimate-wt-cc-09-bodhidharma-practice-huang-onebody,zh-CN,菩提达摩二入把理悟与四行并列，黄勇由自他一体展开伦理实践；两者都要求内在认识落实为实践路径。
ultimate-wt-lq-01-ruanji-great-zhangtaiyan-revolution,en,"Ruan Ji seeks personal freedom beyond ritual convention, while Zhang Taiyan uses revolution to remove custom and generate public reason. Both criticize established norms but move toward withdrawal and collective transformation respectively."
ultimate-wt-lq-01-ruanji-great-zhangtaiyan-revolution,zh-CN,阮籍以超越礼俗追求个体逍遥，章太炎以革命破除习惯并生成公共理性；两者都批判既成规范，却分别走向退离与集体政治变革。
ultimate-wt-lq-02-huiyuan-autonomy-kang-world,en,"Huiyuan's extra-mundane monastic community exceeds a single sphere of royal ritual, while Kang Youwei imagines a Great Unity beyond national borders. Both envision communities beyond existing political boundaries on different scales."
ultimate-wt-lq-02-huiyuan-autonomy-kang-world,zh-CN,慧远以方外僧团突破王权礼制的单一辖域，康有为设想废除国界的大同世界；两者都想象超出既有政治边界的共同体，规模与依据不同。
ultimate-wt-lq-03-daosheng-universal-tan-ren,en,"Universal buddhahood and Tan Sitong's ren as communication both break closed identities, grounding value in universally accessible transformation or interconnection."
ultimate-wt-lq-03-daosheng-universal-tan-ren,zh-CN,一切众生皆可成佛与谭嗣同以通释仁都突破封闭身份，把价值实现建立在普遍可达或普遍相通之上。
ultimate-wt-lq-04-jizang-pedagogy-hushi-verification,en,"Jizang treats the two truths as relational teachings, while Hu Shi regulates inquiry through hypotheses and verification. Both treat concepts as revisable tools for problems rather than unrevisable entities."
ultimate-wt-lq-04-jizang-pedagogy-hushi-verification,zh-CN,吉藏把二谛视为相待言教，胡适以大胆假设、小心求证规范探究；二者都将概念视为解决问题的暂时工具，而非不可修正的实体。
ultimate-wt-lq-05-kuiji-consciousness-xiong-wisdom,en,"Kuiji's consciousness-only denies independent objects without emptying cognition, while Xiong Shili reconstructs knowing as nondual wisdom. Both move beyond subject-object dualism without falling into nihilism."
ultimate-wt-lq-05-kuiji-consciousness-xiong-wisdom,zh-CN,窥基在唯识论中既遮外境实有又避免心空，熊十力以智的非二元性重构认识；两者都试图超越主客二分而不落虚无。
ultimate-wt-lq-06-xuanzang-consciousness-zhangdongsun,en,"Xuanzang's inference argues that color is not separable from visual consciousness, while Zhang Dongsun emphasizes cultural and linguistic mediation of knowledge. Both reject unmediated presentation of objects, with different mechanisms."
